Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Year,Month,Month_Name,DayOfWeek
988,28/05/2023,CUST988,Female,63,Clothing,3,25,75,2023,5,May,Sunday
989,28/12/2023,CUST989,Female,44,Electronics,1,25,25,2023,12,December,Thursday
990,25/05/2023,CUST990,Female,58,Beauty,2,500,1000,2023,5,May,Thursday
991,26/12/2023,CUST991,Female,34,Clothing,2,50,100,2023,12,December,Tuesday
992,21/08/2023,CUST992,Female,57,Electronics,2,30,60,2023,8,August,Monday
993,06/02/2023,CUST993,Female,48,Electronics,3,50,150,2023,2,February,Monday
994,18/12/2023,CUST994,Female,51,Beauty,2,500,1000,2023,12,December,Monday
995,30/04/2023,CUST995,Female,41,Clothing,1,30,30,2023,4,April,Sunday
996,16/05/2023,CUST996,Male,62,Clothing,1,50,50,2023,5,May,Tuesday
997,17/11/2023,CUST997,Male,52,Beauty,3,30,90,2023,11,November,Friday
998,29/10/2023,CUST998,Female,23,Beauty,4,25,100,2023,10,October,Sunday
999,05/12/2023,CUST999,Female,36,Electronics,3,50,150,2023,12,December,Tuesday
1000,12/04/2023,CUST1000,Male,47,Electronics,4,30,120,2023,4,April,Wednesday
